train_time,accuracy
99.69196653366089,40.1
100.1626968383789,45.92
96.36043953895569,43.88
97.83772277832031,48.28
98.4961404800415,46.64
93.43625688552856,50.95
96.44986343383789,53.93
98.48707222938538,54.81
96.0213623046875,55.28
97.80992364883423,55.7
98.11613321304321,55.25
94.9164400100708,56.08
97.5654809474945,60.84
96.18427467346191,59.94
95.18343710899353,58.41
98.63555073738098,60.38
92.88018226623535,62.19
97.36416792869568,60.88
98.93519926071167,61.49
95.17911911010742,60.57
94.85661029815674,61.11
97.63448524475098,62.8
94.62654232978821,60.85
98.68622636795044,56.51
95.84551167488098,64.33
94.75005888938904,64.49
97.14979910850525,60.43
103.30203485488892,63.62
94.14258670806885,62.0
96.08733057975769,58.82
98.41030406951904,65.06
95.41326379776001,66.67
96.36209607124329,65.1
100.5024356842041,66.33
94.63888812065125,64.7
95.90979719161987,62.85
98.09963726997375,61.08
94.96011853218079,67.22
101.66889548301697,66.33
97.91212224960327,63.92
98.95764541625977,65.47
95.3043155670166,66.38
100.45373487472534,63.15
99.10233283042908,66.74
95.29554653167725,66.35
97.11834001541138,65.76
99.75273990631104,63.68
95.98550653457642,65.26
98.56385660171509,67.32
98.86148118972778,67.79
96.61311912536621,70.62
98.9624035358429,71.46
98.46937417984009,70.96
98.98292374610901,71.53
95.02117347717285,71.62
100.50973558425903,71.9
97.18452739715576,71.56
95.53561854362488,71.46
98.6985399723053,71.46
100.71605014801025,71.3
93.61065912246704,71.93
98.13450527191162,71.36
99.28027629852295,71.6
94.45602583885193,71.91
97.07364296913147,71.71
99.65737795829773,71.67
95.0207450389862,72.04
97.48268103599548,71.09
101.6076238155365,71.39
99.50916385650635,71.52
95.97185730934143,71.7
100.28950142860413,71.61
101.56423354148865,71.23
95.39737629890442,71.51
97.76811408996582,71.55
100.48619031906128,71.68
94.98928451538086,71.86
101.5531530380249,71.94
98.58085775375366,71.14
99.69897222518921,71.7
98.36296391487122,71.71
99.76537752151489,71.72
101.91666316986084,71.23
94.73084259033203,71.8
98.73199820518494,71.54
98.81268954277039,71.53
95.49891018867493,71.6
100.06821465492249,71.76
98.69383382797241,71.45
95.66055154800415,71.95
94.00243830680847,71.92
99.67718839645386,71.83
95.20741271972656,71.81
95.50428676605225,72.15
97.55123543739319,71.68
93.8626561164856,71.77
101.34401273727417,72.01
97.4424958229065,72.38
99.85381317138672,71.79
