35.78938098065317,34.63580870628357,2495
36.86983686153318,34.436294078826904,2456
31.271468233916732,35.642794132232666,2456
31.82724452142983,37.280104637145996,2495
36.62402610686196,35.06856870651245,2305
29.349457293993602,34.122191190719604,2456
17.185004063214087,34.70987677574158,2456
24.626484744650938,33.698044776916504,2456
33.52691635497586,32.62063527107239,2448
34.46777415932499,31.959107398986816,2456
38.32438016646917,31.763195037841797,2456
28.627847782674657,37.25819373130798,2531
35.77063226219116,32.22236943244934,1728
26.038318730241873,34.73419547080994,2456
22.363238492346976,36.292271852493286,2495
24.0085218100495,36.74790692329407,2570
26.940675152887145,36.39497756958008,2380
21.589237851374435,38.03639245033264,2460
28.20102854760314,33.84414505958557,2460
31.945014706347216,35.32734799385071,2380
26.12315073750565,37.234859228134155,2495
31.929827414065734,37.37033295631409,2495
29.329685562207235,35.026363372802734,2460
35.53921379544317,36.39310121536255,2460
30.92023344054109,35.41266202926636,2460
15.657599757350926,33.75567150115967,2495
28.241815538443028,34.616981744766235,2495
37.49610780453161,35.486791133880615,2495
24.51643067733791,34.64069724082947,2495
34.69490502853768,33.774637937545776,2460
21.444701313479232,36.62550473213196,2456
25.406370724066377,41.78683686256409,2499
24.504422360184662,37.594560623168945,2535
25.85269267926827,37.30099177360535,2535
21.216205629327096,40.07817101478577,2535
26.907695227152484,39.1388099193573,2460
25.471401216468823,36.58413529396057,2499
30.71715114312299,37.3232147693634,2535
38.502948218743235,35.95910096168518,2460
35.38818994415709,34.91996169090271,2460
20.545826132672037,35.179261922836304,2460
42.48558170821037,36.81965613365173,2535
27.644448466525986,36.04685354232788,2499
27.44385418160941,36.621675968170166,2499
24.485730445686446,35.84848976135254,2495
26.79916785298345,36.16756582260132,2535
26.770136865314644,40.23199391365051,2499
