throughput,iter_time
26.76485692065328,5.170388698577881
26.279368617300033,5.1578688621521
33.665739350728344,5.1513512134552
33.932635076815146,5.1840293407440186
30.160058761651563,5.2084739208221436
25.644941122170266,5.146118640899658
24.991612448419858,5.149893522262573
28.29534434938659,5.1202521324157715
0.5869722353048707,5.153631210327148
38.446372460908826,5.150235891342163
26.338577454557942,5.153847694396973
23.841154509065536,5.203831911087036
29.965950857559484,5.144712686538696
28.6892314433699,5.1633524894714355
30.243682110074463,5.131939172744751
25.25770878198697,5.16804051399231
40.02787803100483,5.159915208816528
35.508817919398915,5.202781438827515
28.55486545702593,5.199401140213013
28.15196998760845,5.227906703948975
28.865288443379583,5.190106630325317
24.849806774646986,5.1762049198150635
35.42622357292888,5.159197092056274
34.772107748207546,5.232463121414185
32.98300149902932,5.156143665313721
26.445817040348803,5.1726975440979
49.19322830298678,5.174901247024536
26.0903498138125,5.236775875091553
33.67771083916948,5.184602737426758
36.399631983782335,5.16622519493103
30.223187420021414,5.140713453292847
29.514121676758467,5.194677352905273
38.31362816764459,5.1694135665893555
32.758515246173154,5.246680021286011
38.015776410654944,5.15831732749939
29.22968340166689,5.215353012084961
25.613680707980645,5.148080348968506
32.649815300983036,5.198649883270264
18.88436020553551,5.194667339324951
22.891103319608337,5.1835551261901855
23.660492191564956,5.210935831069946
27.905416459837987,5.20690393447876
31.959633789663826,5.19338846206665
30.189536880543066,5.125903606414795
29.36929586662477,5.181679010391235
25.321755568617764,5.150551795959473
26.709895958099658,5.205481290817261
26.13062856047735,5.143497943878174
20.98536849879205,5.17202353477478
22.389731276868208,5.133874893188477
42.90940248576711,5.157945871353149
25.62378153218255,5.210086822509766
22.93767525024687,5.183571815490723
24.188359177623315,5.174713611602783
22.643674661429674,5.180150032043457
29.10192796489583,5.168364524841309
28.5215674563449,5.167105197906494
31.737685082176846,5.181567192077637
25.7173198696101,5.1806628704071045
31.897221808805334,5.199504137039185
34.26903508593455,5.188879489898682
26.79987018655535,5.186063528060913
36.235138700646125,5.162192106246948
18.446204835175784,5.146477222442627
30.097625640148788,5.198376178741455
26.94815496907056,5.195077896118164
34.717312802945216,5.1730663776397705
27.65385541462749,5.18623685836792
27.562805626192244,5.209645986557007
30.351549202214585,5.181522369384766
33.039684047442115,5.157972097396851
27.332202677303503,5.189107418060303
30.093618814996056,5.17016339302063
28.467114075454667,5.18513035774231
28.808762330596313,5.139116525650024
23.87641593088851,5.185250520706177
27.055610859871027,5.18907618522644
23.56059725334555,5.220083951950073
28.80604761250038,5.134102821350098
21.31773542875777,5.1805806159973145
24.884303308073207,5.190125942230225
17.55090586451946,5.189891815185547
21.840662110179988,5.170697927474976
22.89404399048091,5.152581214904785
27.064246069116752,5.1870951652526855
26.817532593384417,5.140022277832031
25.543128941150442,5.174522399902344
37.74018733159027,5.188657283782959
32.469592475161896,5.203253507614136
26.545013739235127,5.162865161895752
33.918954767011726,5.140665292739868
24.44586463888715,5.184422016143799
26.99631945908895,5.16695761680603
28.764704240331437,5.148637771606445
41.39665668609288,5.176207780838013
40.92781827338561,5.1682047843933105
32.93791402103671,5.20259690284729
50.844261432647116,5.167855262756348
44.79378843612691,5.184355735778809
