throughput,iter_time
10.358234354967697,19.52296781539917
24.183680795505573,19.648823022842407
12.52481410861794,21.867517471313477
26.496646535436835,19.85767698287964
53.888431853512685,19.055219173431396
21.968484810045325,20.266307830810547
22.442782466383907,17.655168771743774
23.07658203935138,19.8280086517334
23.5036864458489,19.70624351501465
19.132028689797963,20.111329555511475
22.507986837836974,19.51273202896118
21.50121847506891,33.98338031768799
23.15102884602427,23.19072675704956
12.678720534665274,18.15314769744873
24.23278828986021,19.167386054992676
6.861688625701941,23.839462280273438
25.053935180688665,17.66150999069214
22.952268249129396,18.922319412231445
26.790324945101247,17.52110481262207
28.667363249962623,20.20978093147278
10.740199951787513,27.52830696105957
11.577154087433652,22.53285813331604
16.975846668400496,23.606513261795044
31.414089461717857,32.009931325912476
24.67058371505058,21.002926349639893
20.327270582878864,18.87755298614502
59.8624657530428,17.515008449554443
23.831252892578494,17.169652938842773
25.909953304418934,17.031996488571167
29.302441679510036,25.54823088645935
14.121861897003003,26.78819465637207
10.931067567491903,30.950575828552246
22.449609760610592,23.639291524887085
21.584013817894366,21.91231417655945
23.483112238649287,19.293682098388672
26.311856972679877,16.68995189666748
28.378259616471013,19.299109935760498
24.241165571525812,18.834715366363525
19.808578475774777,21.775859355926514
20.928579623253462,19.498789072036743
13.72342658198444,22.3037006855011
21.005243261642715,18.070945978164673
11.343532984115368,17.137755155563354
20.03641241455303,20.52522897720337
21.515333716888613,18.951159477233887
26.83715500246504,19.189858198165894
25.392596751260033,17.688885927200317
12.951927465035183,17.789064168930054
8.977478889438736,16.535961866378784
17.92560294758422,17.598659992218018
39.26706972632152,19.133070707321167
24.813900373309053,18.941446542739868
25.358968203921904,18.40798592567444
9.434832317369526,18.416932821273804
27.59715490764039,18.315816402435303
18.655735622540558,19.398212671279907
17.368368082802657,19.67756986618042
25.130023532881086,18.365842819213867
19.550393496201416,20.44920039176941
13.374227421516508,23.22250270843506
22.12745820029495,18.042662620544434
23.666137389723637,17.454862594604492
14.181301130253354,17.50686812400818
23.02475351934295,18.125498294830322
22.58422439687962,18.10820245742798
21.118031499295775,21.257968187332153
24.603440761538142,18.477108478546143
20.317150033243273,24.67210626602173
18.237180675999475,32.94797420501709
21.24722557601692,25.064018726348877
15.474111455883586,33.35847592353821
17.89993711427061,22.92692542076111
15.079830830747008,28.85528039932251
17.497536967647644,25.16898202896118
19.82498625511005,32.426698207855225
11.429903212332894,23.98118305206299
18.323325305707492,20.955405473709106
19.19287555034705,32.858250856399536
18.941158241903146,21.64939522743225
23.47896578058179,18.793073415756226
24.720851094445596,20.171014070510864
22.055111990241244,18.943403482437134
19.8061303829737,25.62917137145996
18.5149208809807,25.638395309448242
16.472257251443924,23.216108322143555
21.29118404918772,32.88051986694336
26.576863386456527,37.788363456726074
18.507680513203145,20.45313596725464
23.788368291054425,19.25323796272278
8.082786612244037,19.880101442337036
23.001220471724082,19.286706686019897
17.578680217838137,19.303280353546143
22.629632272261578,20.102921724319458
18.624080994338367,20.11692500114441
19.250697517022093,21.721675395965576
19.26698023112029,18.84222674369812
27.973664148040754,20.438902616500854
26.555279739898484,21.51872682571411
