throughput,iter_time,round_time
15.615592791685678,3.0374857711791994,151.87428855895996
15.641459674316474,3.0170384550094607,150.85192275047302
15.751015786892085,2.9665897369384764,148.32948684692383
15.533197973471845,3.0139893293380737,150.6994664669037
16.013939115994003,3.041965045928955,152.09825229644775
15.649010947650472,2.9999955034255983,149.9997751712799
16.1389034555553,3.029822359085083,151.49111795425415
15.983640725212515,2.9876338958740236,149.38169479370117
16.09234527204607,3.0690669345855714,153.45334672927856
15.582260526132956,3.0424081182479856,152.1204059123993
15.658042146520653,2.9902460956573487,149.51230478286743
15.793078923709103,3.106028971672058,155.3014485836029
15.434207804953251,2.9813922834396362,149.0696141719818
15.959559750612794,3.019838223457336,150.99191117286682
15.484013566190155,3.0400280380249023,152.00140190124512
10.957570906164849,3.03698655128479,151.8493275642395
15.704081285967465,3.0437123346328736,152.18561673164368
15.657399976887387,3.0104642629623415,150.52321314811707
15.726533082268336,3.0453540802001955,152.26770401000977
15.601176748148777,3.0258955097198488,151.29477548599243
15.00966390677792,3.016048536300659,150.80242681503296
15.244083940705563,3.046882195472717,152.34410977363586
16.07461709184571,2.9998387050628663,149.9919352531433
15.627715139696281,3.0507705211639404,152.53852605819702
15.519530804335167,2.997656321525574,149.8828160762787
15.1544791124171,3.035114507675171,151.75572538375854
15.583218817270039,3.0131386423110964,150.6569321155548
15.606304253667782,2.9764447450637816,148.8222372531891
15.925718826419468,3.0252344465255736,151.2617223262787
15.873373113775255,3.043185205459595,152.15926027297974
15.647232180280804,2.9768313360214234,148.84156680107117
15.983973835952195,3.0126465654373167,150.63232827186584
15.2635407952774,2.9949475431442263,149.7473771572113
15.779147912176892,3.102689142227173,155.13445711135864
15.539722913233595,3.1066741847991945,155.33370923995972
14.986554031125863,2.994203815460205,149.71019077301025
15.63190707988839,3.0538785219192506,152.69392609596252
15.489854774743518,3.00423828125,150.2119140625
16.040907037100528,3.0442618799209593,152.21309399604797
15.855787271674464,3.0593611192703247,152.96805596351624
15.15154944205185,3.0123427534103393,150.61713767051697
15.5799967134844,3.021236457824707,151.06182289123535
15.657656838419772,3.005700182914734,150.2850091457367
15.500733614345668,3.054619402885437,152.73097014427185
15.72161114247933,3.0536510515213013,152.68255257606506
15.334032013561172,2.9645590877532957,148.2279543876648
16.079979303654845,3.0583369827270506,152.91684913635254
15.63494294749495,3.0098271799087524,150.49135899543762
16.05257696652573,3.04938289642334,152.469144821167
15.597666818226058,3.039488797187805,151.97443985939026
