power
1864
1864
1864
1864
1867
1867
1828
1828
1828
1828
1828
1828
1828
1828
1828
1828
1828
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1748
1748
1748
1748
1748
1748
1751
1751
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1788
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1788
1748
1748
1748
1748
1748
1748
1748
1748
1748
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1748
1748
1748
1748
1748
1751
1751
1748
1751
1751
1748
1751
1751
1751
1748
1748
1751
1748
1751
1748
1751
1751
1751
1748
1748
1751
1751
1751
1751
1751
1748
1748
1751
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1788
1748
1751
1748
1748
1751
1751
1751
1748
1751
1751
1751
1751
1751
1751
1751
1748
1748
1748
1748
1748
1748
1751
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1748
1748
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1748
1748
1748
1748
1748
1748
1751
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1754
1754
1754
1754
1754
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1748
1748
1748
1748
1751
1748
1751
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1751
1751
1748
1748
1751
1751
1751
1751
1751
1751
1748
1748
1751
1748
1748
1751
1748
1751
1748
1748
1751
1748
1748
1748
1751
1751
1748
1748
1748
1748
1751
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1751
1751
1748
1748
1751
1751
1751
1751
1751
1748
1751
1748
1748
1748
1748
1751
1748
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1748
1751
1748
1748
1748
1751
1748
1748
1748
1751
1748
1748
1748
1748
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1748
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1791
1791
1791
1791
1751
1751
1788
1788
1788
1788
1788
1748
1788
1788
1788
1788
1788
1788
1748
1748
1748
1748
1748
1748
1748
1751
1751
1748
1751
1751
1748
1751
1748
1751
1748
1751
1748
1748
1748
1748
1748
1751
1751
1748
1748
1751
1751
1751
1751
1751
1751
1751
1751
1751
1748
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1748
1751
1751
1748
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1748
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1788
1788
1788
1828
1828
1828
1828
1828
1828
1828
1828
1828
1828
1825
1828
1828
1828
1828
1828
1828
1828
1828
1828
1828
1788
1788
1788
1788
1788
1788
1788
1788
1788
1791
1788
1791
1791
1791
1788
1788
1791
1788
1788
1791
1788
1791
1791
1791
1788
1791
1791
1788
1788
1791
1791
1788
1788
1791
1788
1791
1791
1791
1791
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1748
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1748
1751
1751
1751
1748
1751
1751
1748
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1748
1751
1751
1751
1751
1751
1751
1751
1751
1748
1748
1748
1748
1748
1751
1748
1748
1748
1751
1748
1748
1751
1748
1751
1751
1751
1751
1751
1751
1748
1751
1748
1751
1751
1751
1751
1751
1751
1751
1751
1748
1751
1748
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1748
1751
1751
1751
1751
1751
1751
1751
1751
1751
1748
1751
1788
1748
1748
1751
1748
1751
1751
1751
1751
1751
1751
1748
1748
1748
1748
1748
1788
1788
1788
1788
1788
1788
1788
1788
1748
1788
1748
1748
1748
1748
1751
1748
1748
1751
1748
1748
1751
1751
1751
1748
1751
1751
1748
1748
1751
1748
1748
1748
1748
1748
1748
1748
1748
1788
1788
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1751
1748
1748
1748
1748
1751
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1751
1751
1748
1748
1751
1751
1748
1751
1748
1748
1748
1748
1751
1748
1748
1748
1748
1751
1751
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1751
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1748
1751
1751
1751
1751
1751
1748
1748
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
1751
